"","Subject","Group","Block","ColorTMS.Block.","Confidence.RESP.Block.","correctResponseButton","correctRT.Block.","GrayTMS.Block.","leftStimulus.Block.","Number.Block.","NumberResponse.Block.","PracticeList","PracticeList.Cycle","PracticeList.Sample","Reaction.RT.Block.","Response.RESP.Block.","ResponseAccuracy.Block.","responseHand","rightStimulus.Block.","Running.Block.","StimulusColor.Block.","TMS","Trial","Hemisphere","Procedure.Trial.","Running.Trial.","SubTrial","CenterColorList","CenterColorList.Cycle","CenterColorList.Sample","LeftColorList","LeftColorList.Cycle","LeftColorList.Sample","Procedure.SubTrial.","RightColorList","RightColorList.Cycle","RightColorList.Sample","Running.SubTrial.","StimulusColor.SubTrial.","VariOhje","VariOhje2","LogLevel5","CenterTrialList","CenterTrialList.Cycle","CenterTrialList.Sample","ColorTMS.LogLevel5.","Confidence.RESP.LogLevel5.","correctRT.LogLevel5.","GrayTMS.LogLevel5.","leftStimulus.LogLevel5.","LeftTrialList","LeftTrialList.Cycle","LeftTrialList.Sample","Number.LogLevel5.","NumberResponse.LogLevel5.","Procedure.LogLevel5.","Reaction.RT.LogLevel5.","Response.RESP.LogLevel5.","ResponseAccuracy.LogLevel5.","rightStimulus.LogLevel5.","RightTrialList","RightTrialList.Cycle","RightTrialList.Sample","Running.LogLevel5.","virhe","expTrial","virhe.edellinen"
"9696","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",56,NA,NA,NA,0,4,303,1,1,1,3,176,"1",1,"LeftTrialProc",286,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9697","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",57,NA,NA,NA,0,4,284,1,1,1,3,177,"1",1,"LeftTrialProc",267,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9698","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",58,NA,NA,NA,0,4,456,1,1,1,3,178,"1",1,"LeftTrialProc",439,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9699","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",59,NA,NA,NA,0,4,299,1,1,1,3,179,"1",1,"LeftTrialProc",282,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9701","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",1,NA,NA,NA,1,4,266,0,1,3,4,181,"2",1,"LeftTrialProc",249,1,0,1,NA,NA,NA,"LeftTrialList",0,1,NA
"9704","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",4,NA,NA,NA,1,4,323,0,1,3,4,184,"2",1,"LeftTrialProc",306,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9705","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",5,NA,NA,NA,0,4,305,1,1,1,4,185,"1",1,"LeftTrialProc",288,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9706","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",6,NA,NA,NA,1,4,305,0,1,3,4,186,"2",1,"LeftTrialProc",288,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9708","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",8,NA,NA,NA,1,4,332,0,1,3,4,188,"2",1,"LeftTrialProc",315,1,0,1,NA,NA,NA,"LeftTrialList",0,1,1
"9709","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",9,NA,NA,NA,0,4,364,1,1,1,4,189,"1",1,"LeftTrialProc",347,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9712","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",12,NA,NA,NA,1,4,399,0,1,3,4,192,"2",1,"LeftTrialProc",382,1,0,1,NA,NA,NA,"LeftTrialList",0,1,1
"9715","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",15,NA,NA,NA,0,4,372,1,1,1,4,195,"1",1,"LeftTrialProc",355,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9716","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",16,NA,NA,NA,1,4,351,0,1,3,4,196,"2",1,"LeftTrialProc",334,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9717","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",17,NA,NA,NA,0,4,343,1,1,1,4,197,"1",1,"LeftTrialProc",326,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9718","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",18,NA,NA,NA,0,4,337,1,1,1,4,198,"1",1,"LeftTrialProc",320,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9719","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",19,NA,NA,NA,1,4,386,0,1,3,4,199,"2",1,"LeftTrialProc",369,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9720","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",20,NA,NA,NA,0,4,347,1,1,1,4,200,"1",1,"LeftTrialProc",330,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9721","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",21,NA,NA,NA,1,4,407,0,1,3,4,201,"2",1,"LeftTrialProc",390,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9722","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",22,NA,NA,NA,1,4,404,0,1,3,4,202,"2",1,"LeftTrialProc",387,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9724","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",24,NA,NA,NA,1,4,473,0,1,3,4,204,"2",1,"LeftTrialProc",456,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9725","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",25,NA,NA,NA,0,4,390,1,1,1,4,205,"1",1,"LeftTrialProc",373,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9726","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",26,NA,NA,NA,0,4,362,1,1,1,4,206,"1",1,"LeftTrialProc",345,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9730","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",30,NA,NA,NA,1,4,442,0,1,3,4,210,"2",1,"LeftTrialProc",425,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9733","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",33,NA,NA,NA,0,4,415,1,1,1,4,213,"1",1,"LeftTrialProc",398,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9735","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",35,NA,NA,NA,1,4,375,0,1,3,4,215,"2",1,"LeftTrialProc",358,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9737","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",37,NA,NA,NA,1,4,396,0,1,3,4,217,"2",1,"LeftTrialProc",379,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9738","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",38,NA,NA,NA,1,4,422,0,1,3,4,218,"2",1,"LeftTrialProc",405,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9739","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",39,NA,NA,NA,0,4,373,1,1,1,4,219,"1",1,"LeftTrialProc",356,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9740","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",40,NA,NA,NA,1,4,324,0,1,3,4,220,"2",1,"LeftTrialProc",307,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9742","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",42,NA,NA,NA,0,4,447,1,1,1,4,222,"1",1,"LeftTrialProc",431,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9743","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",43,NA,NA,NA,0,4,387,1,1,1,4,223,"1",1,"LeftTrialProc",370,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9744","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",44,NA,NA,NA,1,4,443,0,1,3,4,224,"2",1,"LeftTrialProc",427,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9745","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",45,NA,NA,NA,0,4,400,1,1,1,4,225,"1",1,"LeftTrialProc",383,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9749","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",49,NA,NA,NA,0,4,401,1,1,1,4,229,"1",1,"LeftTrialProc",385,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9750","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",50,NA,NA,NA,0,4,375,1,1,1,4,230,"1",1,"LeftTrialProc",358,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9751","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",51,NA,NA,NA,0,4,360,1,1,1,4,231,"1",1,"LeftTrialProc",343,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9753","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",53,NA,NA,NA,0,4,347,1,1,1,4,233,"1",1,"LeftTrialProc",330,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9755","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",55,NA,NA,NA,1,4,367,0,1,3,4,235,"2",1,"LeftTrialProc",350,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9756","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",56,NA,NA,NA,0,4,343,1,1,1,4,236,"1",1,"LeftTrialProc",327,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9757","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",57,NA,NA,NA,0,4,356,1,1,1,4,237,"1",1,"LeftTrialProc",339,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9758","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",58,NA,NA,NA,1,4,426,0,1,3,4,238,"2",1,"LeftTrialProc",409,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9759","13",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",59,NA,NA,NA,1,4,343,0,1,3,4,239,"2",1,"LeftTrialProc",326,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9934","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",14,NA,NA,NA,0,4,235,1,1,1,1,14,"1",1,"LeftTrialProc",218,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9936","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",16,NA,NA,NA,0,4,285,1,1,1,1,16,"1",1,"LeftTrialProc",268,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9937","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",17,NA,NA,NA,0,4,303,1,1,1,1,17,"1",1,"LeftTrialProc",286,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9949","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",29,NA,NA,NA,0,4,228,1,1,1,1,29,"1",1,"LeftTrialProc",211,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9950","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",30,NA,NA,NA,0,4,228,1,1,1,1,30,"1",1,"LeftTrialProc",211,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9956","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",36,NA,NA,NA,0,4,225,1,1,1,1,36,"1",1,"LeftTrialProc",208,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9964","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",44,NA,NA,NA,0,4,208,1,1,1,1,44,"1",1,"LeftTrialProc",191,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9966","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",46,NA,NA,NA,0,4,228,1,1,1,1,46,"1",1,"LeftTrialProc",212,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9967","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",47,NA,NA,NA,1,4,223,0,1,3,1,47,"2",1,"LeftTrialProc",206,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"9976","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",56,NA,NA,NA,0,4,202,1,1,1,1,56,"1",1,"LeftTrialProc",185,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9980","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,2,1,1,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",60,NA,NA,NA,0,4,242,1,1,1,1,60,"1",1,"LeftTrialProc",225,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9983","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,1,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",3,NA,NA,NA,0,4,332,1,1,1,2,63,"1",1,"LeftTrialProc",316,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9986","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,1,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",6,NA,NA,NA,0,4,219,1,1,1,2,66,"1",1,"LeftTrialProc",202,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9988","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,1,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",8,NA,NA,NA,0,4,203,1,1,1,2,68,"1",1,"LeftTrialProc",186,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9989","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,1,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",9,NA,NA,NA,0,4,213,1,1,1,2,69,"1",1,"LeftTrialProc",197,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9997","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,1,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",17,NA,NA,NA,0,4,205,1,1,1,2,77,"1",1,"LeftTrialProc",188,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"9998","14",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,1,1,2,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",18,NA,NA,NA,1,4,251,0,1,3,2,78,"2",1,"LeftTrialProc",235,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
