Subject	Group	Block	ColorTMS[Block]	Confidence.RESP[Block]	correctResponseButton	correctRT[Block]	GrayTMS[Block]	leftStimulus[Block]	Number[Block]	NumberResponse[Block]	PracticeList	PracticeList.Cycle	PracticeList.Sample	Reaction.RT[Block]	Response.RESP[Block]	ResponseAccuracy[Block]	responseHand	rightStimulus[Block]	Running[Block]	StimulusColor[Block]	TMS	Trial	Hemisphere	Procedure[Trial]	Running[Trial]	SubTrial	CenterColorList	CenterColorList.Cycle	CenterColorList.Sample	LeftColorList	LeftColorList.Cycle	LeftColorList.Sample	Procedure[SubTrial]	RightColorList	RightColorList.Cycle	RightColorList.Sample	Running[SubTrial]	StimulusColor[SubTrial]	VariOhje	VariOhje2	LogLevel5	CenterTrialList	CenterTrialList.Cycle	CenterTrialList.Sample	ColorTMS[LogLevel5]	Confidence.RESP[LogLevel5]	correctRT[LogLevel5]	GrayTMS[LogLevel5]	leftStimulus[LogLevel5]	LeftTrialList	LeftTrialList.Cycle	LeftTrialList.Sample	Number[LogLevel5]	NumberResponse[LogLevel5]	Procedure[LogLevel5]	Reaction.RT[LogLevel5]	Response.RESP[LogLevel5]	ResponseAccuracy[LogLevel5]	rightStimulus[LogLevel5]	RightTrialList	RightTrialList.Cycle	RightTrialList.Sample	Running[LogLevel5]
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	13	4	1	13	0	2	0	0	0				0	1	CenterTrialProc	0	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	14	3	1	14	0	4	325	0	1				2	2	CenterTrialProc	308	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	15	3	1	15	0	4	308	0	1				2	2	CenterTrialProc	291	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	16	4	1	16	0	2	279	0	0				0	1	CenterTrialProc	262	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	17	1	1	17	0	4	261	0	1				1	1	CenterTrialProc	245	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	18	3	1	18	0	4	341	0	1				2	2	CenterTrialProc	325	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	19	4	1	19	0	3	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	20	4	1	20	0	4	266	0	0				0	1	CenterTrialProc	249	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	21	2	1	21	0	4	331	0	0				1	1	CenterTrialProc	314	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	22	4	1	22	0	4	415	0	0				0	1	CenterTrialProc	398	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	23	1	1	23	0	4	286	0	1				1	1	CenterTrialProc	269	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	24	4	1	24	0	4	271	0	0				0	1	CenterTrialProc	254	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	25	4	1	25	0	4	287	0	0				0	1	CenterTrialProc	270	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	26	3	1	26	0	4	270	0	1				2	2	CenterTrialProc	253	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	27	3	1	27	0	4	315	0	1				2	2	CenterTrialProc	299	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	28	4	1	28	0	3	277	0	0				0	1	CenterTrialProc	261	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	29	4	1	29	0	3	297	0	0				0	0	CenterTrialProc	280	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	30	3	1	30	0	4	324	0	1				2	2	CenterTrialProc	307	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	31	3	1	31	0	4	295	0	1				2	2	CenterTrialProc	278	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	32	3	1	32	0	4	304	0	1				2	2	CenterTrialProc	287	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	33	2	1	33	0	4	439	0	0				1	1	CenterTrialProc	422	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	34	2	1	34	0	4	273	0	0				1	1	CenterTrialProc	256	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	35	1	1	35	0	4	303	0	1				1	1	CenterTrialProc	286	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	36	3	1	36	0	3	435	0	1				2	2	CenterTrialProc	418	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	37	1	1	37	0	4	219	0	1				1	1	CenterTrialProc	202	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	38	1	1	38	0	3	269	0	1				1	1	CenterTrialProc	252	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	39	4	1	39	0	3	226	0	0				0	0	CenterTrialProc	209	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	40	4	1	40	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	41	1	1	41	0	4	261	0	1				1	1	CenterTrialProc	244	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	42	1	1	42	0	4	246	0	1				1	1	CenterTrialProc	230	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	43	4	1	43	0	3	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	44	2	1	44	0	3	0	0	0				1	0	CenterTrialProc	0	3	0	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	45	4	1	45	0	3	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	46	4	1	46	0	2	280	0	0				0	0	CenterTrialProc	263	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	47	1	1	47	0	4	254	0	1				1	1	CenterTrialProc	237	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	48	2	1	48	0	4	326	0	0				1	1	CenterTrialProc	309	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	49	3	1	49	0	3	277	0	1				2	2	CenterTrialProc	260	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	50	3	1	50	0	4	278	0	1				2	1	CenterTrialProc	261	1	0	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	51	3	1	51	0	4	264	0	1				2	2	CenterTrialProc	248	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	52	4	1	52	0	3	268	0	0				0	1	CenterTrialProc	251	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	53	4	1	53	0	4	237	0	0				0	1	CenterTrialProc	220	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	54	2	1	54	0	4	289	0	0				1	1	CenterTrialProc	272	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	55	2	1	55	0	4	301	0	0				1	1	CenterTrialProc	284	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	56	2	1	56	0	3	307	0	0				1	1	CenterTrialProc	290	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	57	1	1	57	0	4	233	0	1				1	2	CenterTrialProc	217	2	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	58	3	1	58	0	4	202	0	1				2	2	CenterTrialProc	185	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	59	4	1	59	0	3	224	0	0				0	1	CenterTrialProc	207	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	60	3	1	60	0	4	228	0	1				2	2	CenterTrialProc	211	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	1	1	2	61	0	3	263	0	1				1	1	CenterTrialProc	246	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	2	1	2	62	0	3	263	0	1				1	1	CenterTrialProc	247	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	3	4	2	63	0	4	252	0	0				0	0	CenterTrialProc	235	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	4	3	2	64	0	4	379	0	1				2	1	CenterTrialProc	362	1	0	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	5	4	2	65	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	6	3	2	66	0	4	446	0	1				2	2	CenterTrialProc	429	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	7	3	2	67	0	4	445	0	1				2	2	CenterTrialProc	428	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	8	4	2	68	0	4	549	0	0				0	1	CenterTrialProc	532	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	9	4	2	69	0	4	281	0	0				0	1	CenterTrialProc	264	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	10	2	2	70	0	4	276	0	0				1	1	CenterTrialProc	259	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	11	3	2	71	0	4	366	0	1				2	2	CenterTrialProc	349	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	12	4	2	72	0	3	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	13	2	2	73	0	4	282	0	0				1	1	CenterTrialProc	257	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	14	3	2	74	0	4	273	0	1				2	2	CenterTrialProc	256	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	15	4	2	75	0	3	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	16	2	2	76	0	4	266	0	0				1	1	CenterTrialProc	249	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	17	4	2	77	0	3	278	0	0				0	1	CenterTrialProc	261	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	18	3	2	78	0	4	253	0	1				2	2	CenterTrialProc	236	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	19	2	2	79	0	4	285	0	0				1	1	CenterTrialProc	268	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	20	2	2	80	0	4	260	0	0				1	1	CenterTrialProc	243	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	21	4	2	81	0	2	287	0	0				0	1	CenterTrialProc	270	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	22	4	2	82	0	3	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	23	3	2	83	0	4	307	0	1				2	2	CenterTrialProc	290	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	24	3	2	84	0	4	301	0	1				2	1	CenterTrialProc	285	1	0	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	25	2	2	85	0	4	291	0	0				1	1	CenterTrialProc	274	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	26	3	2	86	0	4	254	0	1				2	2	CenterTrialProc	238	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	27	3	2	87	0	3	246	0	1				2	2	CenterTrialProc	229	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	28	4	2	88	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	29	3	2	89	0	4	256	0	1				2	2	CenterTrialProc	239	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	30	4	2	90	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	31	3	2	91	0	4	292	0	1				2	2	CenterTrialProc	275	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	32	1	2	92	0	4	321	0	1				1	2	CenterTrialProc	305	2	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	33	1	2	93	0	3	236	0	1				1	1	CenterTrialProc	219	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	34	2	2	94	0	4	229	0	0				1	1	CenterTrialProc	212	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	35	3	2	95	0	4	246	0	1				2	2	CenterTrialProc	230	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	36	3	2	96	0	4	237	0	1				2	2	CenterTrialProc	220	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	37	3	2	97	0	4	261	0	1				2	2	CenterTrialProc	244	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	38	1	2	98	0	3	245	0	1				1	2	CenterTrialProc	228	2	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	39	2	2	99	0	4	506	0	0				1	1	CenterTrialProc	490	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	40	3	2	100	0	4	259	0	1				2	2	CenterTrialProc	243	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	41	2	2	101	0	3	261	0	0				1	1	CenterTrialProc	244	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	42	4	2	102	0	2	271	0	0				0	1	CenterTrialProc	254	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	43	4	2	103	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	44	1	2	104	0	3	381	0	1				1	1	CenterTrialProc	365	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	45	3	2	105	0	4	230	0	1				2	2	CenterTrialProc	213	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	46	1	2	106	0	3	425	0	1				1	1	CenterTrialProc	408	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	47	4	2	107	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	48	4	2	108	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	49	4	2	109	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	50	1	2	110	0	3	343	0	1				1	2	CenterTrialProc	326	2	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	51	1	2	111	0	3	303	0	1				1	1	CenterTrialProc	286	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	52	1	2	112	0	3	245	0	1				1	1	CenterTrialProc	228	1	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	53	3	2	113	0	4	300	0	1				2	2	CenterTrialProc	283	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	54	3	2	114	0	4	328	0	1				2	2	CenterTrialProc	311	2	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	55	2	2	115	0	3	261	0	0				1	1	CenterTrialProc	244	1	1	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	56	3	2	116	0	4	288	0	1				2	1	CenterTrialProc	271	1	0	1				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	57	4	2	117	0	4	401	0	0				0	1	CenterTrialProc	384	1	0	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	58	4	2	118	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	59	4	2	119	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
14	1	41			5												VASENTA		ResponseHandList		1	2	Center	CenterProc	HemiList	2	1	1	2				CenterColorProc				CenterColorList	Red	PUNAISEN	punai	60	4	2	120	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
